Movie Name,Language,Year,Seen,Size (MB),IMDB Rating,My Rating,Genre,
Sex And The City Collection,English,2008,Yes,2312.22,NA,6,Comedy-Drama-Romance,
Sex Drive,English,2008,Yes,701.56,6.70,NA,Adventure-Comedy-Romance,
Sex is Zero (Saekjeuk shigong),Foreign Language,2002,Yes,448.33,6.70,NA,Comedy-Romance,
Sex: The Annabel Chong Story,English,1999,Yes,1389.71,5.60,NA,Documentary,
Shagird,Hindi,2011,Yes,1402.14,6.90,7,Action-Crime-Drama-Thriller,
Shaitan,Hindi,2011,Yes,706.44,7.40,8,Action-Crime-Drama-Thriller,
Shakespeare in Love,English,1998,Yes,402.05,7.30,NA,Comedy-Drama-Romance,
Shanghai Knights,English,2003,Yes,704.08,6.20,NA,Action-Adventure-Comedy-Western,
Shanghai Noon,English,2000,Yes,1070.33,6.60,NA,Action-Adventure-Comedy-Western,
Shark Tale,English,2004,Yes,959.93,5.90,NA,Animation-Adventure-Comedy-Family,
Shaurya: It Takes Courage to Make Right... Right,Hindi,2008,Yes,343.00,7.00,NA,Crime-Drama-Thriller,
Shelter,English,2010,Yes,699.94,6.00,6,Horror-Mystery-Thriller,
Sherlock Holmes,English,2009,Yes,899.65,7.50,8,Action-Adventure-Crime-Mystery-Thriller,
She's Out of My League,English,2010,Yes,1295.43,6.50,7,Comedy-Romance,
Sholay,Hindi,1975,Yes,642.23,8.10,9,Action-Adventure-Comedy-Musical-Romance-Thriller,
Shootout at Lokhandwala,Hindi,2007,Yes,450.51,6.70,7,Action-Crime-Drama,
Shor in the City,Hindi,2011,Yes,903.31,7.50,8,Crime-Drama,
Shreemant Damodar Pant,Marathi,NA,Yes,262.29,NA,8,Comedy-Drama-Family,
Shrek,English,2001,Yes,0.00,7.90,NA,Animation-Adventure-Comedy-Family-Fantasy,
Shrek 2,English,2004,Yes,0.00,7.40,NA,Animation-Adventure-Comedy-Family-Fantasy,
Shrek Forever After,English,2010,Yes,0.00,6.60,NA,Animation-Action-Adventure-Comedy-Family-Fantasy,
Shrek the Third,English,2007,Yes,703.81,6.10,NA,Animation-Adventure-Comedy-Family-Fantasy,
Shutter Island,English,2010,Yes,900.23,8.00,8,Drama-Mystery-Thriller,
Siesta,English,1987,Yes,1056.18,5.30,NA,Drama-Mystery-Thriller,
Signs,English,2002,Yes,701.01,6.90,7,Drama-Mystery-Sci-Fi-Thriller,
Silent Venom,Foreign Language,2009,Yes,700.16,3.20,4,Action-Horror-Thriller,
Sinbad: Legend of the Seven Seas,English,2003,Yes,699.39,6.60,NA,Adventure-Fantasy-Animation-Family,
Singh Is Kinng,Hindi,2008,Yes,680.94,4.90,NA,Action-Comedy-Crime-Romance,
Singham,Hindi,2011,Yes,698.61,6.70,7,Action-Crime-Drama,
Singin' in the Rain,English,1952,Yes,675.80,8.40,NA,Comedy-Musical-Romance,
Sister Act,English,1992,No,696.74,5.90,NA,Comedy-Crime-Music,
Sky High,English,2005,Yes,697.73,6.50,NA,Adventure-Comedy-Family-Sci-Fi,
Sleepless in Seattle,English,1993,No,773.41,6.70,NA,Comedy-Romance-Drama,
Sleepy Hollow,English,1999,Yes,1018.89,7.50,8,Horror-Mystery,
Slumdog Millionaire,English,2008,Yes,698.88,8.20,8,Crime-Drama-Romance-Thriller,
Socha Na Tha,Hindi,2005,Yes,1569.90,7.60,8,Comedy-Romance,
Some Like It Hot,English,1959,No,701.83,8.40,NA,Comedy,
Songadya,Marathi,1970,Yes,801.07,7.20,8,Comedy-Drama,
Sound of Heaven: The Story of Balgandharva,Marathi,2011,Yes,697.08,7.40,9,Drama,
Source Code,English,2011,Yes,2066.63,7.50,8,Mystery-Sci-Fi-Thriller,
Space Jam,English,1996,Yes,643.26,5.70,6,Adventure-Animation-Comedy-Family-Sci-Fi-Sport,
Species,English,1995,Yes,702.00,5.70,7,Action-Horror-Sci-Fi-Thriller,
Species II,English,1998,Yes,701.66,3.90,6,Action-Horror-Sci-Fi,
Species III,English,2004,Yes,700.49,4.10,NA,Sci-Fi-Horror-Thriller,
Species Trilogy,English,1995,Yes,2104.15,NA,6,Action-Horror-Sci-Fi-Thriller,
Speed,English,1994,Yes,900.30,7.20,8,Action-Crime-Drama-Thriller,
Speed 2: Cruise Control,English,1997,Yes,900.01,3.40,7,Action-Crime-Romance-Thriller,
SPEED Collection,English,1997,Yes,1800.31,NA,7,Action-Crime-Thriller,
Speed Racer,English,2008,Yes,800.96,6.20,NA,Action-Family-Sport,
Spider-Man,English,2002,Yes,800.25,7.40,8,Action-Adventure-Fantasy,
Spider-Man 2,English,2004,Yes,976.59,7.50,8,Action-Crime-Fantasy-Thriller,
Spider-Man 3,English,2007,Yes,800.13,6.30,8,Action-Drama-Fantasy-Thriller,
Spirit: Stallion of the Cimarron,English,2002,Yes,620.60,6.70,NA,Animation-Adventure-Family-Romance-Western,
Spirited Away (Sen to Chihiro no kamikakushi),Foreign Language,2001,Yes,1364.00,8.60,9,Adventure-Animation-Family-Fantasy,
Spread,English,2009,Yes,696.90,6.00,NA,Comedy-Drama-Romance,
Spy Game,English,2001,Yes,429.39,6.90,NA,Action-Crime-Thriller,
Stanley Ka Dabba,Hindi,2011,Yes,700.04,8.00,8,Comedy-Drama-Family,
Star Trek,English,2009,Yes,1400.14,8.10,8,Action-Adventure-Sci-Fi,
Star Trek Collection I-X,English,1979,Yes,6693.36,NA,9,Action-Adventure-Mystery-Sci-Fi-Thriller,
Star Trek I: The Motion Picture,English,1979,Yes,639.01,6.20,NA,Action-Adventure-Mystery-Sci-Fi,
Star Trek II: The Wrath of Khan,English,1982,Yes,681.75,7.70,NA,Action-Adventure-Sci-Fi-Thriller,
Star Trek III: The Search for Spock,English,1984,Yes,613.15,6.50,NA,Action-Adventure-Sci-Fi-Thriller,
Star Trek IV: The Voyage Home,English,1986,Yes,693.61,7.20,NA,Adventure-Comedy-Sci-Fi,
Star Trek IX: Insurrection,English,1998,Yes,700.46,6.30,NA,Action-Adventure-Sci-Fi-Thriller,
Star Trek V: The Final Frontier,English,1989,Yes,700.02,5.10,NA,Action-Adventure-Sci-Fi-Thriller,
Star Trek VI: The Undiscovered Country,English,1991,Yes,675.67,7.20,NA,Action-Mystery-Sci-Fi-Thriller,
Star Trek VII: Generations,English,1994,Yes,701.12,6.50,NA,Action-Mystery-Sci-Fi-Thriller,
Star Trek VIII: First Contact,English,1996,Yes,588.23,7.50,NA,Action-Adventure-Sci-Fi-Thriller,
Star Trek X: Nemesis,English,2002,Yes,700.34,6.30,NA,Action-Sci-Fi-Thriller,
Star Wars Collection I-VI,English,1977,Yes,4487.27,NA,9,Action-Adventure-Fantasy-Sci-Fi,
Star Wars: Episode I - The Phantom Menace,English,1999,Yes,774.28,6.40,9,Action-Adventure-Sci-Fi,
Star Wars: Episode II - Attack of the Clones,English,2002,Yes,801.05,6.80,9,Action-Adventure-Fantasy-Sci-Fi-War,
Star Wars: Episode III - Revenge of the Sith,English,2005,Yes,798.03,7.70,9,Action-Adventure-Fantasy-Sci-Fi,
Star Wars: Episode IV - A New Hope,English,1977,Yes,717.52,8.80,10,Action-Adventure-Family-Fantasy-Sci-Fi,
Star Wars: Episode V - The Empire Strikes Back,English,1980,Yes,713.63,8.80,10,Action-Adventure-Family-Sci-Fi,
Star Wars: Episode VI - Return of the Jedi,English,1983,Yes,755.95,8.30,9,Action-Adventure-Family-Fantasy-Sci-Fi,
Stardust,English,2007,Yes,700.03,7.80,NA,Adventure-Comedy-Family-Fantasy,
Stay Alive,English,2006,Yes,699.45,4.60,NA,Horror-Thriller,
Stealth,English,2005,Yes,701.65,4.80,7,Action-Adventure-Sci-Fi-Thriller,
Step Brothers,English,2008,Yes,701.97,6.70,NA,Comedy,
Step Up,English,2006,Yes,701.57,6.10,NA,Crime-Drama-Music-Romance,
Step Up 2: The Streets,English,2008,Yes,701.78,5.70,NA,Drama-Music-Romance,
Step Up 3D,English,2010,Yes,696.06,5.50,NA,Drama-Music-Romance,
Step Up Collection,English,2006,Yes,2098.87,NA,6,Drama-Musical-Romance,
Stranger Than Fiction,English,2006,Yes,700.98,7.80,NA,Comedy-Drama-Fantasy-Romance,
Striker,Hindi,2010,Yes,699.27,7.50,NA,Crime-Drama,
Style,Hindi,2001,Yes,704.86,6.60,NA,Musical-Comedy,
Sunday,Hindi,2008,Yes,597.99,5.50,NA,Action-Comedy-Romance-Thriller,
Sunset Blvd.,English,1950,No,1039.39,8.70,NA,Drama-Film-Noir,
Sunshine,English,1999,No,1403.70,7.40,8,Drama-History-Romance-War,
Super 8,English,2011,Yes,1397.41,7.20,8,Mystery-Sci-Fi-Thriller,
Superman,English,1978,Yes,680.36,7.30,NA,Action-Adventure-Family-Sci-Fi,
Superman Collection,English,1978,Yes,2779.80,NA,7,Action-Adventure-Family-Sci-Fi,
Superman II,English,1980,Yes,699.83,6.70,NA,Action-Sci-Fi,
Superman III,English,1983,Yes,699.82,4.80,NA,Action-Adventure-Comedy-Fantasy-Sci-Fi,
Superman IV: The Quest for Peace,English,1987,Yes,699.79,3.50,6,Action-Adventure-Family-Fantasy-Sci-Fi,
Superman/Batman: Apocalypse,English,2010,Yes,647.44,6.90,NA,Animation-Action-Adventure,
Surf's Up,English,2007,Yes,704.80,6.90,NA,Animation-Comedy-Family-Sport,
Swades: We  the People,Hindi,2004,Yes,690.17,8.20,8,Drama,
Sweeney Todd: The Demon Barber of Fleet Street,English,2007,Yes,702.21,7.60,8,Drama-Horror-Musical-Thriller,
Sweet November,English,2001,Yes,699.41,6.10,NA,Drama-Romance,
Swordfish,English,2001,Yes,375.98,6.30,NA,Action-Thriller-Crime,
Sye,Telugu,2004,Yes,1557.00,6.90,NA,Romance,
Taal,Hindi,1999,Yes,1109.36,6.50,NA,Musical-Romance,
Taare Zameen Par,Hindi,2007,Yes,698.76,8.30,9,Drama,
Tangled,English,2010,Yes,1797.23,7.80,NA,Animation-Comedy-Family-Fantasy-Musical-Romance,
Tanu Weds Manu,Hindi,2011,Yes,706.09,6.20,NA,Comedy-Drama-Romance,
Taryanche Bait,Marathi,2011,Yes,696.20,6.20,NA,Drama,
Tarzan,English,1999,Yes,732.77,7.00,NA,Animation-Adventure-Drama-Family-Romance,
Tashan,Hindi,2008,Yes,693.59,3.70,5,Action-Comedy-Crime-Drama-Romance,
Taxi 4,Foreign Language,2007,Yes,699.98,5.10,NA,Action-Comedy,
Taxi Driver,English,1976,Yes,703.11,8.50,NA,Drama-Thriller,
Tears of the Sun,English,2003,Yes,595.31,6.40,NA,Action-Drama-Thriller-War,
Teenage Mutant Ninja Turtles 2007,English,2007,No,587.28,NA,NA,,
Tere Bin Laden,Hindi,2010,Yes,708.41,7.20,7,Comedy-Drama,
Terminator 2: Judgment Day,English,1991,Yes,801.58,8.60,10,Action-Sci-Fi-Thriller,
Terminator 3: Rise of the Machines,English,2003,Yes,701.65,6.50,8,Action-Sci-Fi-Thriller,
Terminator Collection,English,1984,Yes,2905.01,NA,9,Action-Sci-Fi-Thriller,
Terminator Salvation,English,2009,Yes,700.21,6.80,NA,Action-Drama-Sci-Fi-Thriller,
Terra,English,2007,Yes,705.13,6.80,NA,Animation-Action-Adventure-Sci-Fi-Thriller-War,
Thank You for Smoking,English,2005,Yes,699.96,7.80,7,Comedy-Drama,
The 13th Warrior,English,1999,Yes,418.55,6.30,NA,Action-Adventure-Fantasy,
The Abyss,English,1989,Yes,699.89,7.60,9,Action-Adventure-Drama-Mystery-Sci-Fi-Thriller,
The Adjustment Bureau,English,2011,Yes,705.59,7.10,NA,Romance-Sci-Fi-Thriller,
The Andromeda Strain,English,2008,Yes,1403.77,6.10,NA,Sci-Fi,
THE ANGREZ,Hindi,NA,Yes,1128.61,NA,8,Comedy-Drama,
The Assassination of Jesse James by the Coward Robert Ford,English,2007,Yes,900.50,7.70,NA,Biography-Crime-Drama-History-Western,
The A-Team,English,2010,Yes,1420.23,6.90,7,Action-Adventure-Thriller,
The Bad Lieutenant: Port of Call - New Orleans,English,2009,Yes,801.78,6.90,NA,Crime-Drama,
The Bank Job,English,2008,Yes,701.73,7.40,NA,Action-Crime-Drama-Thriller,
The Barbarian Invasions (Les invasions barbares),Foreign Language,2003,Yes,700.70,7.70,NA,Comedy-Crime-Drama-Mystery-Romance,
The Beach,English,2000,Yes,381.85,6.30,NA,Adventure-Drama-Romance-Thriller,
The Blind Side,English,2009,Yes,1395.83,7.60,NA,Biography-Drama-Sport,
The Blue Lagoon,English,1980,Yes,699.51,5.20,NA,Adventure-Drama-Romance,
The Bonfire of the Vanities,English,1990,Yes,1136.30,5.20,5,Comedy-Drama,
The Book of Eli,English,2010,Yes,1286.68,6.80,7,Action-Adventure-Drama-Thriller-Western,
The Boondock Saints,English,1999,Yes,800.54,7.80,7,Action-Crime-Drama-Thriller,
The Boondock Saints Collection,English,2009,Yes,2196.76,NA,7,Action-Crime-Drama-Thriller,
The Boondock Saints II: All Saints Day,English,2009,Yes,1396.23,6.30,NA,Action-Comedy-Crime-Drama-Thriller,
The Bounty Hunter,English,2010,Yes,700.03,5.10,7,Action-Comedy-Romance,
The Bourne Identity,English,2002,Yes,700.59,7.80,9,Action-Crime-Mystery-Thriller,
The Bourne Supremacy,English,2004,Yes,705.21,7.60,8,Action-Crime-Thriller,
The Bourne Ultimatum,English,2007,Yes,701.09,8.10,9,Action-Crime-Thriller,
The Box,English,2009,Yes,1485.24,5.70,NA,Drama-Mystery-Sci-Fi-Thriller,
The Boy in the Striped Pyjamas,English,2008,Yes,701.30,7.80,8,Drama-History-War,
The Brave One,English,2007,Yes,699.78,6.80,7,Crime-Drama-Thriller,
The Bridge on the River Kwai,English,1957,No,1399.23,8.40,NA,Adventure-Drama-War,
The Brothers Grimm,English,2005,Yes,703.84,5.90,NA,Adventure-Comedy-Fantasy-Thriller,
The Bucket List,English,2007,Yes,701.35,7.50,NA,Adventure-Comedy-Drama,
The Butterfly Effect,English,2004,Yes,700.33,7.70,8,Sci-Fi-Thriller,
The Cell,English,2000,Yes,575.69,6.20,NA,Fantasy-Sci-Fi-Thriller,
The Chronicles of Narnia: Prince Caspian,English,2008,Yes,420.64,6.70,NA,Action-Adventure-Family-Fantasy,
The Chronicles of Narnia: The Lion  the Witch and the Wardrobe,English,2005,Yes,1387.78,6.90,8,Adventure-Family-Fantasy,
The Chronicles of Riddick,English,2004,Yes,700.57,6.40,7,Action-Adventure-Sci-Fi-Thriller,
The Company Men,English,2010,No,696.66,6.80,NA,Drama,
The Condemned,English,2007,Yes,701.07,6.00,NA,Action-Thriller,
The Constant Gardener,English,2005,Yes,701.04,7.60,NA,Drama-Mystery-Romance-Thriller,
The Cook the Thief His Wife & Her Lover,English,1989,Yes,1382.77,7.40,6,Crime-Drama-Romance,
The Core,English,2003,Yes,757.02,5.30,7,Action-Adventure-Sci-Fi-Thriller,
The Cottage,English,2008,Yes,700.14,6.20,NA,Comedy-Crime-Horror-Thriller,
The Covenant,English,2006,Yes,701.30,4.80,NA,Action-Fantasy-Horror-Thriller,
The Crazies,English,2010,Yes,701.08,6.60,NA,Horror-Sci-Fi-Thriller,
The Curious Case of Benjamin Button,English,2008,Yes,1404.15,7.90,8,Drama-Fantasy-Mystery-Romance,
The Da Vinci Code,English,2006,Yes,1439.65,6.40,NA,Mystery-Thriller,
The Dark Knight,English,2008,Yes,1895.81,8.90,10,Action-Crime-Thriller,
The Day After Tomorrow,English,2004,Yes,2401.23,6.30,8,Action-Adventure-Drama-Sci-Fi-Thriller,
The Day the Earth Stood Still,English,2008,Yes,701.50,5.50,NA,Drama-Sci-Fi-Thriller,
The Departed,English,2006,Yes,801.78,8.50,9,Crime-Mystery-Thriller,
The Descent,English,2005,Yes,699.94,7.30,NA,Adventure-Drama-Horror,
The Devil's Advocate,English,1997,Yes,700.11,7.30,NA,Drama-Mystery-Thriller,
The Dragon Pearl,English,2011,Yes,599.13,5.00,NA,Adventure-Family-Mystery,
The Dreamers,English,2003,Yes,701.02,7.10,NA,Drama-History-Romance,
The Duchess,English,2008,Yes,701.45,6.90,NA,Biography-Drama-History-Romance,
The Eagle,English,2011,No,699.88,6.20,NA,Adventure-Drama,
The English Patient,English,1996,Yes,800.21,7.30,NA,Romance-Drama-War,
The Exorcism of Emily Rose,English,2005,Yes,700.21,6.70,NA,Crime-Drama-Horror-Thriller,
The Expendables,English,2010,Yes,1399.65,6.50,7,Action-Adventure-Thriller,
The Exterminating Angels (Les anges exterminateurs),Foreign Language,2006,No,700.53,5.60,NA,Drama-Fantasy,
The Eye,English,2008,Yes,234.87,5.20,NA,Drama-Horror-Thriller,
The Fast and the Furious,English,2001,Yes,1027.05,6.20,7,Action-Crime-Thriller,
The Fast and the Furious: Tokyo Drift,English,2006,Yes,1007.46,5.60,NA,Action-Crime-Drama-Thriller,
The Fifth Element,English,1997,Yes,600.19,7.50,8,Action-Sci-Fi-Thriller,
The Fighter,English,2010,Yes,1402.90,8.00,8,Biography-Drama-Sport,
The Final Destination Collection,English,2000,Yes,720.63,NA,7,Horror-Thriller,
The First $20 Million Is Always the Hardest,English,2002,Yes,696.80,5.40,NA,Comedy,
The Flying Scotsman,English,2006,Yes,700.12,7.00,7,Drama-Sport,
The Fog,English,1980,Yes,967.09,6.80,7,Horror,
The Forbidden Kingdom,English,2008,Yes,838.37,6.70,NA,Action-Adventure-Fantasy-Romance,
The Game Plan,English,2007,Yes,701.32,6.10,NA,Comedy-Family-Sport,
The Ghost Writer,English,2010,No,693.54,7.40,NA,Mystery-Thriller,
The Girl Next Door,English,2007,Yes,700.97,6.90,7,Crime-Drama-Thriller,
The Godfather,English,1972,Yes,1467.42,9.20,10,Crime-Drama,
The Godfather Collection,English,1990,Yes,3200.66,NA,10,Crime-Drama,
The Godfather: Part II,English,1974,Yes,1624.19,9.00,10,Crime-Drama,
The Godfather: Part III,English,1990,Yes,1312.27,7.60,9,Crime-Drama-Mystery-Thriller,
The Gods Must Be Crazy II,English,1989,Yes,1400.32,6.30,NA,Comedy,
The Golden Compass,English,2007,Yes,1394.33,6.20,8,Adventure-Family-Fantasy,
The Good For Nothing,English,NA,No,108.64,NA,NA,,
The Good Guy,English,2009,Yes,715.18,6.00,NA,Comedy-Romance,
The Good The Bad And The Ugly (Il buono  il brutto  il cattivo.),English,1966,Yes,699.08,9.00,8,Adventure-Western,
The Graduate,English,1967,Yes,700.12,8.20,NA,Comedy-Drama-Romance,
The Great Escape,English,1963,Yes,1401.44,8.30,8,Adventure-Drama-History-War,
The Great Raid,English,2005,Yes,701.40,6.80,NA,Action-Drama-War,
The Greatest Game Ever Played,English,2005,Yes,1400.20,7.30,NA,Drama-History-Sport,
The Green Hornet,English,2011,Yes,881.61,6.10,NA,Action-Comedy-Crime-Thriller,
The Green Mile,English,1999,Yes,695.79,8.40,NA,Crime-Drama-Fantasy-Mystery,
The Grudge,English,2004,Yes,1240.69,5.70,NA,Horror-Mystery,
The Grudge 2,English,2006,Yes,701.54,4.60,NA,Horror,
The Gruffalo,English,2009,Yes,349.73,7.30,NA,Animation-Short-Family-Fantasy,
The Hangover Part II,English,2011,Yes,1508.55,6.60,7,Comedy,
The Happening,English,2008,Yes,693.81,5.10,NA,Sci-Fi-Thriller,
The Haunting in Connecticut,English,2009,Yes,699.78,5.80,NA,Drama-Horror-Thriller,
The Hills Have Eyes,English,2006,Yes,699.76,6.50,NA,Horror-Thriller,
The Holiday,English,2006,Yes,801.11,6.80,7,Comedy-Romance,
The Hurt Locker,English,2008,Yes,901.41,7.70,NA,Drama-Thriller-War,
The Illusionist,English,2006,Yes,701.89,7.60,NA,Drama-Mystery-Romance-Thriller,
The Imaginarium of Doctor Parnassus,English,2009,Yes,704.34,7.00,NA,Adventure-Fantasy-Mystery,
The Incredible Hulk,English,2008,Yes,701.83,7.00,7,Action-Sci-Fi-Thriller,
The Incredibles,English,2004,Yes,1166.55,8.00,8,Animation-Action-Adventure-Family-Fantasy,
The Informant!,English,2009,No,796.99,6.60,NA,Comedy-Drama-Thriller,
The Interpreter,English,2005,Yes,701.90,6.50,NA,Drama-Mystery-Thriller,
The Invention of Lying,English,2009,Yes,703.28,6.40,NA,Comedy-Fantasy-Romance,
The Island,English,2005,Yes,700.77,6.90,NA,Action-Sci-Fi-Thriller,
The Italian Job,English,2003,Yes,698.40,6.90,NA,Action-Crime-Thriller,
The Jacket,English,2005,Yes,710.85,7.00,7,Drama-Mystery-Sci-Fi-Thriller,
The Joneses,English,2009,No,919.06,6.50,NA,Comedy-Drama,
The Karate Kid,English,2010,Yes,702.20,6.20,8,Action-Drama-Family-Sport,
The Kids Are All Right,English,2010,Yes,700.04,7.20,NA,Comedy-Drama,
The Killing,English,1956,No,700.42,8.20,NA,Crime-Film-Noir-Thriller,
The Kingdom,English,2007,Yes,700.04,7.10,NA,Action-Drama-Thriller,
The King's Speech,English,2010,Yes,552.47,8.30,NA,Biography-Drama-History,
The Kite Runner,English,2007,Yes,1399.71,7.70,NA,Drama-Romance,
The Lake House,English,2006,Yes,701.31,6.80,NA,Drama-Fantasy-Romance,
The Last Airbender,English,2010,Yes,1489.82,4.50,7,Action-Adventure-Family-Fantasy,
The Last Emperor,English,1987,Yes,1401.10,7.80,NA,Biography-Drama-History,
The Last Kiss,English,2006,Yes,700.52,6.60,NA,Comedy-Drama-Romance,
The Last Legion,English,2007,Yes,696.95,5.40,NA,Action-Adventure-Fantasy-War,
The Last Mimzy,English,2007,Yes,701.39,6.40,NA,Adventure-Drama-Family-Fantasy-Sci-Fi,
The Last Mistress (Une vieille maîtresse),English,2007,No,697.46,6.40,NA,Drama-Romance,
The Last of the Mohicans,English,1992,Yes,412.22,7.70,NA,Action-Adventure-Romance-War,
The Last Samurai,English,2003,Yes,483.92,7.70,NA,Action-Adventure-Drama-History-War,
The Last Song,English,2010,Yes,757.00,4.60,6,Drama-Romance,
The Legend of Bhagat Singh,Hindi,2002,Yes,696.20,7.70,8,Biography-Drama-History,
The Legend of Zorro,English,2005,Yes,701.38,5.80,7,Action-Adventure-Western,
The Lion King,English,1994,Yes,490.45,8.30,9,Adventure-Animation-Comedy-Drama-Family-Musical,
The Lion King 1½,English,2004,Yes,739.08,6.50,NA,Animation-Comedy-Family-Adventure,
The Lion King Collection,English,1994,Yes,892.79,NA,9,Adventure-Animation-Family-Musical,
The Lion King II: Simba's Pride,English,1998,Yes,402.34,5.90,7,Adventure-Animation-Family-Musical-Romance,
The Lord of the Rings Collection,English,2003,Yes,5581.09,NA,10,Action-Adventure-Drama-Fantasy,
The Lord of the Rings: The Fellowship of the Ring,English,2001,Yes,1392.28,8.80,10,Action-Adventure-Drama-Fantasy,
The Lord of the Rings: The Return of the King,English,2003,Yes,2098.10,8.90,10,Action-Adventure-Drama-Fantasy,
The Lord of the Rings: The Two Towers,English,2002,Yes,2090.72,8.70,10,Action-Adventure-Drama-Fantasy,
The Losers,English,2010,No,698.72,6.30,NA,Action-Crime-Drama-Mystery-Thriller,
The Love Guru,English,2008,Yes,701.84,3.80,6,Comedy-Romance-Sport,
The Manchurian Candidate,English,1962,Yes,698.49,8.20,NA,Drama-Mystery-Thriller,
The Marine,English,2006,Yes,700.26,4.50,6,Action-Drama-Thriller,
The Marine 2,English,2009,Yes,698.11,4.90,NA,Action-Thriller,
The Mask of Zorro,English,1998,Yes,1407.55,6.70,7,Action-Adventure-Romance-Western,
The Masquerader,English,NA,No,78.03,NA,NA,,
The Matrix,English,1999,Yes,2383.79,8.70,10,Action-Adventure-Sci-Fi,
The Matrix Collection HD,English,1999,Yes,7625.71,NA,10,Action-Adventure-Sci-Fi,
The Matrix Reloaded,English,2003,Yes,2611.42,7.10,10,Action-Adventure-Sci-Fi,
The Matrix Revolutions,English,2003,Yes,2630.50,6.50,9,Action-Adventure-Sci-Fi,
The Mechanic,English,2011,Yes,401.62,6.50,6,Action-Crime-Thriller,
The Merchant of Venice,English,2004,No,1416.74,7.10,NA,Drama-Romance,
The Mighty Ducks,English,1992,Yes,701.01,5.90,NA,Action-Comedy-Drama-Family-Sport,
The Mighty Ducks 2 (D2),English,1994,Yes,697.77,5.20,NA,Action-Comedy-Drama-Family-Sport,
The Motorcycle Diaries (Diarios de motocicleta),English,2004,Yes,700.03,7.90,NA,Adventure-Biography-Drama,
The Mummy,English,1999,Yes,949.54,6.90,NA,Action-Adventure-Fantasy,
The Mummy Returns,English,2001,Yes,991.20,6.20,NA,Action-Adventure-Fantasy,
The Mummy: Tomb of the Dragon Emperor,English,2008,Yes,701.78,5.10,NA,Action-Adventure-Fantasy-Thriller,
The MYTH (San wa),English,2005,Yes,1176.87,6.00,NA,Action-Adventure-Comedy-Drama-Fantasy,
The Naked Gun 2½: The Smell of Fear,English,1991,Yes,288.24,6.60,7,Action-Comedy-Crime,
The Naked Gun 33 1/3: The Final Insult,English,1994,Yes,271.13,6.10,6,Action-Comedy-Crime,
The NAKED GUN Collection,English,1988,Yes,850.35,NA,7,Action-Comedy-Crime,
The Naked Gun: From the Files of Police Squad!,English,1988,Yes,290.98,7.60,7,Action-Comedy-Crime-Romance,
The New Guy,English,2002,Yes,377.66,5.40,NA,Comedy,
The Notebook,English,2004,Yes,698.94,7.90,NA,Drama-Romance,
The Number 23,English,2007,Yes,701.56,6.20,NA,Drama-Mystery-Thriller,
The Omen,English,2006,Yes,1050.06,5.40,NA,Horror-Thriller,
The Other End of the Line,English,2008,Yes,700.97,6.00,NA,Comedy-Drama-Romance,
The Pacifier,English,2005,Yes,924.11,5.20,6,Action-Comedy-Drama-Family-Thriller,
The Peacemaker,English,1997,Yes,724.46,5.90,NA,Action-Thriller,
The Perfect Storm,English,2000,Yes,698.14,6.20,NA,Action-Adventure-Drama-Thriller,
The Pianist,English,2002,Yes,950.03,8.50,9,Biography-Drama-History-War,
The Pink Panther,English,2006,Yes,701.44,5.20,7,Adventure-Comedy-Crime-Mystery,
The Pink Panther 2,English,2009,Yes,700.08,5.20,7,Adventure-Comedy-Crime-Mystery,
The Pink Panther Collection,English,2006,Yes,1401.53,NA,7,Adventure-Comedy-Crime-Mystery,
The Polar Express,English,2004,Yes,699.85,6.60,NA,Animation-Adventure-Family-Fantasy,
The Princess and the Frog,English,2009,Yes,699.64,7.20,7,Animation-Family-Fantasy-Musical-Romance,
The Princess Bride,English,1987,Yes,696.52,8.10,NA,Adventure-Comedy-Family-Fantasy-Romance,
The Princess Diaries,English,2001,Yes,677.28,5.90,NA,Comedy-Drama-Family-Romance,
The Princess Diaries 2: Royal Engagement,English,2004,Yes,1097.50,5.20,NA,Comedy-Drama-Family-Romance-Thriller,
The Punisher,English,2004,Yes,700.61,6.30,7,Action-Crime-Drama-Thriller,
The Punisher Collection,English,NA,Yes,1401.81,NA,6,Action-Crime-Drama-Thriller,
The Punisher: War Zone,English,2008,Yes,701.20,6.00,7,Action-Crime-Drama-Thriller,
The Pursuit of Happyness,English,2006,Yes,701.27,7.80,8,Biography-Drama,
The Reader,English,2008,Yes,704.64,7.70,NA,Drama-Romance,
The Reaping,English,2007,Yes,701.36,5.60,NA,Horror-Thriller,
The Rebound,English,2009,Yes,702.23,6.40,NA,Comedy-Romance,
The Recruit,English,2003,Yes,697.01,6.50,NA,Action-Drama-Thriller,
The Red Balloon (Le ballon rouge),Foreign Language,1956,No,0.00,8.10,NA,Family-Fantasy-Short,
The Resident,English,2011,Yes,498.71,5.20,6,Drama-Mystery-Thriller,
The Ring,English,2002,Yes,684.07,7.10,8,Horror-Mystery-Thriller,
The Ring Two,English,2005,Yes,632.30,5.10,6,Drama-Horror-Mystery-Thriller,
The Road,English,2009,Yes,701.13,7.40,7,Adventure-Drama-Thriller,
The Road to El Dorado,English,2000,Yes,865.20,6.50,NA,Animation-Adventure-Comedy-Family-Romance,
The Rock,English,1996,Yes,850.74,7.30,8,Action-Thriller,
